Number,cset,alt,Choice,CL,SS,SOS,COST,SQ,Block,Q6K1,Q6K2,Q6K3,Q6K4,Q7FMRB,Q9Ct,Q9LY,Q9F,Q9AT,Q9R,Q9VB,Q9MH,Q9PP,Q10TF,Q10CH,Q10SG,Q10T,Q10AT,Q10CP
61,1,2,0,10,-1,1,90,0,3,0,0,0,0,1,4,5,1,2,3,7,8,6,4,1,2,6,3,5
61,1,3,0,0,0,0,0,1,3,0,0,0,0,1,4,5,1,2,3,7,8,6,4,1,2,6,3,5
61,2,1,1,10,-1,-1,890,0,3,0,0,0,0,1,4,5,1,2,3,7,8,6,4,1,2,6,3,5
61,2,2,0,5,1,-1,90,0,3,0,0,0,0,1,4,5,1,2,3,7,8,6,4,1,2,6,3,5
61,2,3,0,0,0,0,0,1,3,0,0,0,0,1,4,5,1,2,3,7,8,6,4,1,2,6,3,5
61,3,1,0,10,1,1,890,0,3,0,0,0,0,1,4,5,1,2,3,7,8,6,4,1,2,6,3,5
61,3,2,0,5,1,-1,90,0,3,0,0,0,0,1,4,5,1,2,3,7,8,6,4,1,2,6,3,5
61,3,3,1,0,0,0,0,1,3,0,0,0,0,1,4,5,1,2,3,7,8,6,4,1,2,6,3,5
61,4,1,0,5,-1,-1,90,0,3,0,0,0,0,1,4,5,1,2,3,7,8,6,4,1,2,6,3,5
61,4,2,0,10,-1,1,270,0,3,0,0,0,0,1,4,5,1,2,3,7,8,6,4,1,2,6,3,5
61,4,3,1,0,0,0,0,1,3,0,0,0,0,1,4,5,1,2,3,7,8,6,4,1,2,6,3,5
61,1,1,1,5,-1,-1,530,0,4,1,0,1,0,1,8,7,2,3,4,5,6,7,3,1,4,2,5,6
61,1,2,0,10,1,1,530,0,4,1,0,1,0,1,8,7,2,3,4,5,6,7,3,1,4,2,5,6
61,1,3,0,0,0,0,0,1,4,1,0,1,0,1,8,7,2,3,4,5,6,7,3,1,4,2,5,6
61,2,1,0,5,1,1,890,0,4,1,0,1,0,1,8,7,2,3,4,5,6,7,3,1,4,2,5,6
61,2,2,0,10,-1,-1,270,0,4,1,0,1,0,1,8,7,2,3,4,5,6,7,3,1,4,2,5,6
61,2,3,1,0,0,0,0,1,4,1,0,1,0,1,8,7,2,3,4,5,6,7,3,1,4,2,5,6
61,3,1,0,10,1,-1,90,0,4,1,0,1,0,1,8,7,2,3,4,5,6,7,3,1,4,2,5,6
61,3,2,0,5,1,1,890,0,4,1,0,1,0,1,8,7,2,3,4,5,6,7,3,1,4,2,5,6
61,3,3,1,0,0,0,0,1,4,1,0,1,0,1,8,7,2,3,4,5,6,7,3,1,4,2,5,6
61,4,1,0,10,1,1,90,0,4,1,0,1,0,1,8,7,2,3,4,5,6,7,3,1,4,2,5,6
61,4,2,1,5,-1,-1,890,0,4,1,0,1,0,1,8,7,2,3,4,5,6,7,3,1,4,2,5,6
61,4,3,0,0,0,0,0,1,4,1,0,1,0,1,8,7,2,3,4,5,6,7,3,1,4,2,5,6
62,1,1,1,5,-1,-1,530,0,4,1,1,0,0,1,8,1,6,2,3,7,5,3,3,5,6,3,2,1
62,1,2,0,10,1,1,530,0,4,1,1,0,0,1,8,1,6,2,3,7,5,3,3,5,6,3,2,1
62,1,3,0,0,0,0,0,1,4,1,1,0,0,1,8,1,6,2,3,7,5,3,3,5,6,3,2,1
62,2,1,0,5,1,1,890,0,4,1,1,0,0,1,8,1,6,2,3,7,5,3,3,5,6,3,2,1
62,2,2,1,10,-1,-1,270,0,4,1,1,0,0,1,8,1,6,2,3,7,5,3,3,5,6,3,2,1
62,2,3,0,0,0,0,0,1,4,1,1,0,0,1,8,1,6,2,3,7,5,3,3,5,6,3,2,1
62,3,1,0,10,1,-1,90,0,4,1,1,0,0,1,8,1,6,2,3,7,5,3,3,5,6,3,2,1
62,3,2,0,5,1,1,890,0,4,1,1,0,0,1,8,1,6,2,3,7,5,3,3,5,6,3,2,1
62,3,3,1,0,0,0,0,1,4,1,1,0,0,1,8,1,6,2,3,7,5,3,3,5,6,3,2,1
62,4,1,0,10,1,1,90,0,4,1,1,0,0,1,8,1,6,2,3,7,5,3,3,5,6,3,2,1
62,4,2,1,5,-1,-1,890,0,4,1,1,0,0,1,8,1,6,2,3,7,5,3,3,5,6,3,2,1
62,4,3,0,0,0,0,0,1,4,1,1,0,0,1,8,1,6,2,3,7,5,3,3,5,6,3,2,1
63,1,1,0,5,1,1,530,0,1,1,0,0,0,1,8,2,6,3,7,5,1,1,4,2,5,6,3,1
63,1,2,0,10,1,-1,90,0,1,1,0,0,0,1,8,2,6,3,7,5,1,1,4,2,5,6,3,1
63,1,3,1,0,0,0,0,1,1,1,0,0,0,1,8,2,6,3,7,5,1,1,4,2,5,6,3,1
63,2,1,0,10,1,1,270,0,1,1,0,0,0,1,8,2,6,3,7,5,1,1,4,2,5,6,3,1
63,2,2,1,5,-1,-1,890,0,1,1,0,0,0,1,8,2,6,3,7,5,1,1,4,2,5,6,3,1
63,2,3,0,0,0,0,0,1,1,1,0,0,0,1,8,2,6,3,7,5,1,1,4,2,5,6,3,1
63,3,1,1,10,-1,-1,890,0,1,1,0,0,0,1,8,2,6,3,7,5,1,1,4,2,5,6,3,1
63,3,2,0,5,1,1,270,0,1,1,0,0,0,1,8,2,6,3,7,5,1,1,4,2,5,6,3,1
63,3,3,0,0,0,0,0,1,1,1,0,0,0,1,8,2,6,3,7,5,1,1,4,2,5,6,3,1
63,4,1,0,5,1,-1,90,0,1,1,0,0,0,1,8,2,6,3,7,5,1,1,4,2,5,6,3,1
63,4,2,0,10,-1,1,890,0,1,1,0,0,0,1,8,2,6,3,7,5,1,1,4,2,5,6,3,1
63,4,3,1,0,0,0,0,1,1,1,0,0,0,1,8,2,6,3,7,5,1,1,4,2,5,6,3,1
63,1,1,0,5,1,1,530,0,2,0,0,0,1,1,1,5,6,3,2,7,4,8,1,2,5,3,4,6
63,1,2,1,10,-1,-1,530,0,2,0,0,0,1,1,1,5,6,3,2,7,4,8,1,2,5,3,4,6
63,1,3,0,0,0,0,0,1,2,0,0,0,1,1,1,5,6,3,2,7,4,8,1,2,5,3,4,6
63,2,1,0,10,-1,-1,270,0,2,0,0,0,1,1,1,5,6,3,2,7,4,8,1,2,5,3,4,6
63,2,2,0,5,1,1,530,0,2,0,0,0,1,1,1,5,6,3,2,7,4,8,1,2,5,3,4,6
63,2,3,1,0,0,0,0,1,2,0,0,0,1,1,1,5,6,3,2,7,4,8,1,2,5,3,4,6
63,3,1,0,10,-1,1,270,0,2,0,0,0,1,1,1,5,6,3,2,7,4,8,1,2,5,3,4,6
63,3,2,0,5,-1,1,530,0,2,0,0,0,1,1,1,5,6,3,2,7,4,8,1,2,5,3,4,6
63,3,3,1,0,0,0,0,1,2,0,0,0,1,1,1,5,6,3,2,7,4,8,1,2,5,3,4,6
63,4,1,1,5,-1,-1,530,0,2,0,0,0,1,1,1,5,6,3,2,7,4,8,1,2,5,3,4,6
63,4,2,0,10,1,-1,270,0,2,0,0,0,1,1,1,5,6,3,2,7,4,8,1,2,5,3,4,6
63,4,3,0,0,0,0,0,1,2,0,0,0,1,1,1,5,6,3,2,7,4,8,1,2,5,3,4,6
64,1,1,1,5,-1,-1,530,0,4,0,1,0,0,1,8,1,6,3,2,7,4,5,5,4,1,6,2,3
64,1,2,0,10,1,1,530,0,4,0,1,0,0,1,8,1,6,3,2,7,4,5,5,4,1,6,2,3
64,1,3,0,0,0,0,0,1,4,0,1,0,0,1,8,1,6,3,2,7,4,5,5,4,1,6,2,3
64,2,1,0,5,1,1,890,0,4,0,1,0,0,1,8,1,6,3,2,7,4,5,5,4,1,6,2,3
64,2,2,0,10,-1,-1,270,0,4,0,1,0,0,1,8,1,6,3,2,7,4,5,5,4,1,6,2,3
64,2,3,1,0,0,0,0,1,4,0,1,0,0,1,8,1,6,3,2,7,4,5,5,4,1,6,2,3
64,3,1,0,10,1,-1,90,0,4,0,1,0,0,1,8,1,6,3,2,7,4,5,5,4,1,6,2,3
64,3,2,0,5,1,1,890,0,4,0,1,0,0,1,8,1,6,3,2,7,4,5,5,4,1,6,2,3
64,3,3,1,0,0,0,0,1,4,0,1,0,0,1,8,1,6,3,2,7,4,5,5,4,1,6,2,3
64,4,1,0,10,1,1,90,0,4,0,1,0,0,1,8,1,6,3,2,7,4,5,5,4,1,6,2,3
64,4,2,1,5,-1,-1,890,0,4,0,1,0,0,1,8,1,6,3,2,7,4,5,5,4,1,6,2,3
64,4,3,0,0,0,0,0,1,4,0,1,0,0,1,8,1,6,3,2,7,4,5,5,4,1,6,2,3
64,1,1,1,5,1,1,530,0,1,0,1,1,0,1,8,3,2,1,6,7,5,4,1,6,3,5,4,2
64,1,2,0,10,1,-1,90,0,1,0,1,1,0,1,8,3,2,1,6,7,5,4,1,6,3,5,4,2
64,1,3,0,0,0,0,0,1,1,0,1,1,0,1,8,3,2,1,6,7,5,4,1,6,3,5,4,2
64,2,1,0,10,1,1,270,0,1,0,1,1,0,1,8,3,2,1,6,7,5,4,1,6,3,5,4,2
64,2,2,1,5,-1,-1,890,0,1,0,1,1,0,1,8,3,2,1,6,7,5,4,1,6,3,5,4,2
64,2,3,0,0,0,0,0,1,1,0,1,1,0,1,8,3,2,1,6,7,5,4,1,6,3,5,4,2
64,3,1,1,10,-1,-1,890,0,1,0,1,1,0,1,8,3,2,1,6,7,5,4,1,6,3,5,4,2
64,3,2,0,5,1,1,270,0,1,0,1,1,0,1,8,3,2,1,6,7,5,4,1,6,3,5,4,2
64,3,3,0,0,0,0,0,1,1,0,1,1,0,1,8,3,2,1,6,7,5,4,1,6,3,5,4,2
64,4,1,0,5,1,-1,90,0,1,0,1,1,0,1,8,3,2,1,6,7,5,4,1,6,3,5,4,2
64,4,2,0,10,-1,1,890,0,1,0,1,1,0,1,8,3,2,1,6,7,5,4,1,6,3,5,4,2
64,4,3,1,0,0,0,0,1,1,0,1,1,0,1,8,3,2,1,6,7,5,4,1,6,3,5,4,2
65,1,1,0,5,-1,1,270,0,3,1,1,0,0,1,7,3,4,1,5,8,2,6,4,1,2,5,3,6
65,1,2,0,10,-1,1,90,0,3,1,1,0,0,1,7,3,4,1,5,8,2,6,4,1,2,5,3,6
65,1,3,1,0,0,0,0,1,3,1,1,0,0,1,7,3,4,1,5,8,2,6,4,1,2,5,3,6
65,2,1,1,10,-1,-1,890,0,3,1,1,0,0,1,7,3,4,1,5,8,2,6,4,1,2,5,3,6
65,2,2,0,5,1,-1,90,0,3,1,1,0,0,1,7,3,4,1,5,8,2,6,4,1,2,5,3,6
65,2,3,0,0,0,0,0,1,3,1,1,0,0,1,7,3,4,1,5,8,2,6,4,1,2,5,3,6
65,3,1,0,10,1,1,890,0,3,1,1,0,0,1,7,3,4,1,5,8,2,6,4,1,2,5,3,6
65,3,2,0,5,1,-1,90,0,3,1,1,0,0,1,7,3,4,1,5,8,2,6,4,1,2,5,3,6
65,3,3,1,0,0,0,0,1,3,1,1,0,0,1,7,3,4,1,5,8,2,6,4,1,2,5,3,6
65,4,1,0,5,-1,-1,90,0,3,1,1,0,0,1,7,3,4,1,5,8,2,6,4,1,2,5,3,6
65,4,2,0,10,-1,1,270,0,3,1,1,0,0,1,7,3,4,1,5,8,2,6,4,1,2,5,3,6
65,4,3,1,0,0,0,0,1,3,1,1,0,0,1,7,3,4,1,5,8,2,6,4,1,2,5,3,6
66,1,1,0,5,1,1,530,0,2,0,1,0,1,1,6,8,3,2,5,7,4,1,1,2,5,3,6,4
66,1,2,1,10,-1,-1,530,0,2,0,1,0,1,1,6,8,3,2,5,7,4,1,1,2,5,3,6,4
66,1,3,0,0,0,0,0,1,2,0,1,0,1,1,6,8,3,2,5,7,4,1,1,2,5,3,6,4
66,2,1,1,10,-1,-1,270,0,2,0,1,0,1,1,6,8,3,2,5,7,4,1,1,2,5,3,6,4
66,2,2,0,5,1,1,530,0,2,0,1,0,1,1,6,8,3,2,5,7,4,1,1,2,5,3,6,4
66,2,3,0,0,0,0,0,1,2,0,1,0,1,1,6,8,3,2,5,7,4,1,1,2,5,3,6,4
66,3,1,0,10,-1,1,270,0,2,0,1,0,1,1,6,8,3,2,5,7,4,1,1,2,5,3,6,4
66,3,2,0,5,-1,1,530,0,2,0,1,0,1,1,6,8,3,2,5,7,4,1,1,2,5,3,6,4
66,3,3,1,0,0,0,0,1,2,0,1,0,1,1,6,8,3,2,5,7,4,1,1,2,5,3,6,4
66,4,1,1,5,-1,-1,530,0,2,0,1,0,1,1,6,8,3,2,5,7,4,1,1,2,5,3,6,4
66,4,2,0,10,1,-1,270,0,2,0,1,0,1,1,6,8,3,2,5,7,4,1,1,2,5,3,6,4
66,4,3,0,0,0,0,0,1,2,0,1,0,1,1,6,8,3,2,5,7,4,1,1,2,5,3,6,4
67,1,1,0,5,1,1,530,0,2,1,0,1,1,1,8,1,6,2,5,7,4,3,1,4,5,3,6,2
67,1,2,1,10,-1,-1,530,0,2,1,0,1,1,1,8,1,6,2,5,7,4,3,1,4,5,3,6,2
67,1,3,0,0,0,0,0,1,2,1,0,1,1,1,8,1,6,2,5,7,4,3,1,4,5,3,6,2
67,2,1,0,10,-1,-1,270,0,2,1,0,1,1,1,8,1,6,2,5,7,4,3,1,4,5,3,6,2
67,2,2,1,5,1,1,530,0,2,1,0,1,1,1,8,1,6,2,5,7,4,3,1,4,5,3,6,2
67,2,3,0,0,0,0,0,1,2,1,0,1,1,1,8,1,6,2,5,7,4,3,1,4,5,3,6,2
67,3,1,0,10,-1,1,270,0,2,1,0,1,1,1,8,1,6,2,5,7,4,3,1,4,5,3,6,2
67,3,2,1,5,-1,1,530,0,2,1,0,1,1,1,8,1,6,2,5,7,4,3,1,4,5,3,6,2
67,3,3,0,0,0,0,0,1,2,1,0,1,1,1,8,1,6,2,5,7,4,3,1,4,5,3,6,2
67,4,1,1,5,-1,-1,530,0,2,1,0,1,1,1,8,1,6,2,5,7,4,3,1,4,5,3,6,2
67,4,2,0,10,1,-1,270,0,2,1,0,1,1,1,8,1,6,2,5,7,4,3,1,4,5,3,6,2
67,4,3,0,0,0,0,0,1,2,1,0,1,1,1,8,1,6,2,5,7,4,3,1,4,5,3,6,2
68,1,1,0,5,1,1,530,0,2,1,0,0,0,1,8,1,5,2,4,7,6,3,6,4,2,5,3,1
68,1,2,1,10,-1,-1,530,0,2,1,0,0,0,1,8,1,5,2,4,7,6,3,6,4,2,5,3,1
68,1,3,0,0,0,0,0,1,2,1,0,0,0,1,8,1,5,2,4,7,6,3,6,4,2,5,3,1
68,2,1,0,10,-1,-1,270,0,2,1,0,0,0,1,8,1,5,2,4,7,6,3,6,4,2,5,3,1
68,2,2,0,5,1,1,530,0,2,1,0,0,0,1,8,1,5,2,4,7,6,3,6,4,2,5,3,1
68,2,3,1,0,0,0,0,1,2,1,0,0,0,1,8,1,5,2,4,7,6,3,6,4,2,5,3,1
68,3,1,0,10,-1,1,270,0,2,1,0,0,0,1,8,1,5,2,4,7,6,3,6,4,2,5,3,1
68,3,2,0,5,-1,1,530,0,2,1,0,0,0,1,8,1,5,2,4,7,6,3,6,4,2,5,3,1
68,3,3,1,0,0,0,0,1,2,1,0,0,0,1,8,1,5,2,4,7,6,3,6,4,2,5,3,1
68,4,1,1,5,-1,-1,530,0,2,1,0,0,0,1,8,1,5,2,4,7,6,3,6,4,2,5,3,1
68,4,2,0,10,1,-1,270,0,2,1,0,0,0,1,8,1,5,2,4,7,6,3,6,4,2,5,3,1
68,4,3,0,0,0,0,0,1,2,1,0,0,0,1,8,1,5,2,4,7,6,3,6,4,2,5,3,1
69,1,1,0,5,-1,1,270,0,3,1,0,0,0,1,8,1,2,3,4,7,6,5,4,5,2,6,1,3
69,1,2,0,10,-1,1,90,0,3,1,0,0,0,1,8,1,2,3,4,7,6,5,4,5,2,6,1,3
69,1,3,1,0,0,0,0,1,3,1,0,0,0,1,8,1,2,3,4,7,6,5,4,5,2,6,1,3
69,2,1,0,10,-1,-1,890,0,3,1,0,0,0,1,8,1,2,3,4,7,6,5,4,5,2,6,1,3
69,2,2,0,5,1,-1,90,0,3,1,0,0,0,1,8,1,2,3,4,7,6,5,4,5,2,6,1,3
69,2,3,1,0,0,0,0,1,3,1,0,0,0,1,8,1,2,3,4,7,6,5,4,5,2,6,1,3
69,3,1,0,10,1,1,890,0,3,1,0,0,0,1,8,1,2,3,4,7,6,5,4,5,2,6,1,3
69,3,2,0,5,1,-1,90,0,3,1,0,0,0,1,8,1,2,3,4,7,6,5,4,5,2,6,1,3
69,3,3,1,0,0,0,0,1,3,1,0,0,0,1,8,1,2,3,4,7,6,5,4,5,2,6,1,3
69,4,1,0,5,-1,-1,90,0,3,1,0,0,0,1,8,1,2,3,4,7,6,5,4,5,2,6,1,3
69,4,2,0,10,-1,1,270,0,3,1,0,0,0,1,8,1,2,3,4,7,6,5,4,5,2,6,1,3
69,4,3,1,0,0,0,0,1,3,1,0,0,0,1,8,1,2,3,4,7,6,5,4,5,2,6,1,3
70,1,1,1,5,-1,1,270,0,3,1,0,0,0,1,8,1,6,2,5,1,4,3,1,5,2,4,3,6
70,1,2,0,10,-1,1,90,0,3,1,0,0,0,1,8,1,6,2,5,1,4,3,1,5,2,4,3,6
70,1,3,0,0,0,0,0,1,3,1,0,0,0,1,8,1,6,2,5,1,4,3,1,5,2,4,3,6
70,2,1,1,10,-1,-1,890,0,3,1,0,0,0,1,8,1,6,2,5,1,4,3,1,5,2,4,3,6
70,2,2,0,5,1,-1,90,0,3,1,0,0,0,1,8,1,6,2,5,1,4,3,1,5,2,4,3,6
70,2,3,0,0,0,0,0,1,3,1,0,0,0,1,8,1,6,2,5,1,4,3,1,5,2,4,3,6
70,3,1,1,10,1,1,890,0,3,1,0,0,0,1,8,1,6,2,5,1,4,3,1,5,2,4,3,6
70,3,2,0,5,1,-1,90,0,3,1,0,0,0,1,8,1,6,2,5,1,4,3,1,5,2,4,3,6
70,3,3,0,0,0,0,0,1,3,1,0,0,0,1,8,1,6,2,5,1,4,3,1,5,2,4,3,6
70,4,1,0,5,-1,-1,90,0,3,1,0,0,0,1,8,1,6,2,5,1,4,3,1,5,2,4,3,6
70,4,2,1,10,-1,1,270,0,3,1,0,0,0,1,8,1,6,2,5,1,4,3,1,5,2,4,3,6
70,4,3,0,0,0,0,0,1,3,1,0,0,0,1,8,1,6,2,5,1,4,3,1,5,2,4,3,6
71,1,1,1,5,-1,-1,530,0,4,1,0,0,0,1,2,3,5,6,4,7,8,1,2,3,5,6,4,1
71,1,2,0,10,1,1,530,0,4,1,0,0,0,1,2,3,5,6,4,7,8,1,2,3,5,6,4,1
71,1,3,0,0,0,0,0,1,4,1,0,0,0,1,2,3,5,6,4,7,8,1,2,3,5,6,4,1
71,2,1,0,5,1,1,890,0,4,1,0,0,0,1,2,3,5,6,4,7,8,1,2,3,5,6,4,1
71,2,2,0,10,-1,-1,270,0,4,1,0,0,0,1,2,3,5,6,4,7,8,1,2,3,5,6,4,1
71,2,3,1,0,0,0,0,1,4,1,0,0,0,1,2,3,5,6,4,7,8,1,2,3,5,6,4,1
71,3,1,0,10,1,-1,90,0,4,1,0,0,0,1,2,3,5,6,4,7,8,1,2,3,5,6,4,1
71,3,2,1,5,1,1,890,0,4,1,0,0,0,1,2,3,5,6,4,7,8,1,2,3,5,6,4,1
71,3,3,0,0,0,0,0,1,4,1,0,0,0,1,2,3,5,6,4,7,8,1,2,3,5,6,4,1
71,4,1,1,10,1,1,90,0,4,1,0,0,0,1,2,3,5,6,4,7,8,1,2,3,5,6,4,1
71,4,2,0,5,-1,-1,890,0,4,1,0,0,0,1,2,3,5,6,4,7,8,1,2,3,5,6,4,1
71,4,3,0,0,0,0,0,1,4,1,0,0,0,1,2,3,5,6,4,7,8,1,2,3,5,6,4,1
72,1,1,1,5,-1,1,270,0,3,0,0,0,0,1,8,3,6,5,1,7,2,4,2,4,6,3,5,1
72,1,2,0,10,-1,1,90,0,3,0,0,0,0,1,8,3,6,5,1,7,2,4,2,4,6,3,5,1
72,1,3,0,0,0,0,0,1,3,0,0,0,0,1,8,3,6,5,1,7,2,4,2,4,6,3,5,1
72,2,1,1,10,-1,-1,890,0,3,0,0,0,0,1,8,3,6,5,1,7,2,4,2,4,6,3,5,1
72,2,2,0,5,1,-1,90,0,3,0,0,0,0,1,8,3,6,5,1,7,2,4,2,4,6,3,5,1
72,2,3,0,0,0,0,0,1,3,0,0,0,0,1,8,3,6,5,1,7,2,4,2,4,6,3,5,1
72,3,1,1,10,1,1,890,0,3,0,0,0,0,1,8,3,6,5,1,7,2,4,2,4,6,3,5,1
72,3,2,0,5,1,-1,90,0,3,0,0,0,0,1,8,3,6,5,1,7,2,4,2,4,6,3,5,1
72,3,3,0,0,0,0,0,1,3,0,0,0,0,1,8,3,6,5,1,7,2,4,2,4,6,3,5,1
72,4,1,0,5,-1,-1,90,0,3,0,0,0,0,1,8,3,6,5,1,7,2,4,2,4,6,3,5,1
72,4,2,1,10,-1,1,270,0,3,0,0,0,0,1,8,3,6,5,1,7,2,4,2,4,6,3,5,1
72,4,3,0,0,0,0,0,1,3,0,0,0,0,1,8,3,6,5,1,7,2,4,2,4,6,3,5,1
73,1,1,0,5,-1,1,270,0,3,0,0,1,0,1,5,1,2,4,3,6,8,7,2,3,4,6,5,1
73,1,2,0,10,-1,1,90,0,3,0,0,1,0,1,5,1,2,4,3,6,8,7,2,3,4,6,5,1
73,1,3,1,0,0,0,0,1,3,0,0,1,0,1,5,1,2,4,3,6,8,7,2,3,4,6,5,1
73,2,1,1,10,-1,-1,890,0,3,0,0,1,0,1,5,1,2,4,3,6,8,7,2,3,4,6,5,1
73,2,2,0,5,1,-1,90,0,3,0,0,1,0,1,5,1,2,4,3,6,8,7,2,3,4,6,5,1
73,2,3,0,0,0,0,0,1,3,0,0,1,0,1,5,1,2,4,3,6,8,7,2,3,4,6,5,1
73,3,1,0,10,1,1,890,0,3,0,0,1,0,1,5,1,2,4,3,6,8,7,2,3,4,6,5,1
73,3,2,0,5,1,-1,90,0,3,0,0,1,0,1,5,1,2,4,3,6,8,7,2,3,4,6,5,1
73,3,3,1,0,0,0,0,1,3,0,0,1,0,1,5,1,2,4,3,6,8,7,2,3,4,6,5,1
73,4,1,0,5,-1,-1,90,0,3,0,0,1,0,1,5,1,2,4,3,6,8,7,2,3,4,6,5,1
73,4,2,0,10,-1,1,270,0,3,0,0,1,0,1,5,1,2,4,3,6,8,7,2,3,4,6,5,1
73,4,3,1,0,0,0,0,1,3,0,0,1,0,1,5,1,2,4,3,6,8,7,2,3,4,6,5,1
73,1,1,0,5,1,1,530,0,2,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
73,1,2,1,10,-1,-1,530,0,2,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
73,1,3,0,0,0,0,0,1,2,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
73,2,1,0,10,-1,-1,270,0,2,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
73,2,2,1,5,1,1,530,0,2,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
73,2,3,0,0,0,0,0,1,2,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
73,3,1,0,10,-1,1,270,0,2,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
73,3,2,0,5,-1,1,530,0,2,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
73,3,3,1,0,0,0,0,1,2,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
73,4,1,1,5,-1,-1,530,0,2,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
73,4,2,0,10,1,-1,270,0,2,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
73,4,3,0,0,0,0,0,1,2,0,0,0,0,1,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999,-999
74,1,1,1,5,1,1,530,0,1,0,0,0,0,1,7,3,8,2,1,5,6,4,5,3,2,6,4,1
74,1,2,0,10,1,-1,90,0,1,0,0,0,0,1,7,3,8,2,1,5,6,4,5,3,2,6,4,1
74,1,3,0,0,0,0,0,1,1,0,0,0,0,1,7,3,8,2,1,5,6,4,5,3,2,6,4,1
74,2,1,0,10,1,1,270,0,1,0,0,0,0,1,7,3,8,2,1,5,6,4,5,3,2,6,4,1
74,2,2,1,5,-1,-1,890,0,1,0,0,0,0,1,7,3,8,2,1,5,6,4,5,3,2,6,4,1
74,2,3,0,0,0,0,0,1,1,0,0,0,0,1,7,3,8,2,1,5,6,4,5,3,2,6,4,1
74,3,1,0,10,-1,-1,890,0,1,0,0,0,0,1,7,3,8,2,1,5,6,4,5,3,2,6,4,1
74,3,2,0,5,1,1,270,0,1,0,0,0,0,1,7,3,8,2,1,5,6,4,5,3,2,6,4,1
74,3,3,1,0,0,0,0,1,1,0,0,0,0,1,7,3,8,2,1,5,6,4,5,3,2,6,4,1
74,4,1,0,5,1,-1,90,0,1,0,0,0,0,1,7,3,8,2,1,5,6,4,5,3,2,6,4,1
74,4,2,1,10,-1,1,890,0,1,0,0,0,0,1,7,3,8,2,1,5,6,4,5,3,2,6,4,1
74,4,3,0,0,0,0,0,1,1,0,0,0,0,1,7,3,8,2,1,5,6,4,5,3,2,6,4,1
74,1,1,1,5,1,1,530,0,2,0,0,1,0,1,4,3,7,6,2,8,5,1,3,4,6,2,5,1
74,1,2,0,10,-1,-1,530,0,2,0,0,1,0,1,4,3,7,6,2,8,5,1,3,4,6,2,5,1
74,1,3,0,0,0,0,0,1,2,0,0,1,0,1,4,3,7,6,2,8,5,1,3,4,6,2,5,1
74,2,1,0,10,-1,-1,270,0,2,0,0,1,0,1,4,3,7,6,2,8,5,1,3,4,6,2,5,1
74,2,2,1,5,1,1,530,0,2,0,0,1,0,1,4,3,7,6,2,8,5,1,3,4,6,2,5,1
74,2,3,0,0,0,0,0,1,2,0,0,1,0,1,4,3,7,6,2,8,5,1,3,4,6,2,5,1
74,3,1,0,10,-1,1,270,0,2,0,0,1,0,1,4,3,7,6,2,8,5,1,3,4,6,2,5,1
74,3,2,1,5,-1,1,530,0,2,0,0,1,0,1,4,3,7,6,2,8,5,1,3,4,6,2,5,1
74,3,3,0,0,0,0,0,1,2,0,0,1,0,1,4,3,7,6,2,8,5,1,3,4,6,2,5,1
74,4,1,1,5,-1,-1,530,0,2,0,0,1,0,1,4,3,7,6,2,8,5,1,3,4,6,2,5,1
74,4,2,0,10,1,-1,270,0,2,0,0,1,0,1,4,3,7,6,2,8,5,1,3,4,6,2,5,1
74,4,3,0,0,0,0,0,1,2,0,0,1,0,1,4,3,7,6,2,8,5,1,3,4,6,2,5,1
75,1,1,1,5,-1,-1,530,0,4,1,0,0,0,1,2,1,5,7,4,6,8,3,2,6,1,5,4,3
75,1,2,0,10,1,1,530,0,4,1,0,0,0,1,2,1,5,7,4,6,8,3,2,6,1,5,4,3
75,1,3,0,0,0,0,0,1,4,1,0,0,0,1,2,1,5,7,4,6,8,3,2,6,1,5,4,3
75,2,1,1,5,1,1,890,0,4,1,0,0,0,1,2,1,5,7,4,6,8,3,2,6,1,5,4,3
75,2,2,0,10,-1,-1,270,0,4,1,0,0,0,1,2,1,5,7,4,6,8,3,2,6,1,5,4,3
75,2,3,0,0,0,0,0,1,4,1,0,0,0,1,2,1,5,7,4,6,8,3,2,6,1,5,4,3
